City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Kaitangata,NZ,2020-05-27 20:19:12,-46.28,169.85,43.0,93,10,1.99
304,Lucapa,AO,2020-05-27 20:19:12,-8.42,20.74,79.02,43,70,1.52
305,Esplanada,BR,2020-05-27 20:19:12,-11.8,-37.95,76.96,91,99,4.41
306,Wardha,IN,2020-05-27 20:16:07,20.75,78.62,92.19,20,98,10.25
307,San Felipe,VE,2020-05-27 20:19:12,10.34,-68.74,86.36,60,86,7.54
308,Flinders,AU,2020-05-27 20:19:13,-34.58,150.86,54.0,90,24,1.01
309,Teknaf,BD,2020-05-27 20:19:13,20.86,92.31,80.85,89,5,4.72
310,Tabou,CI,2020-05-27 20:19:13,4.42,-7.35,80.01,85,100,8.21
311,Adrar,MR,2020-05-27 20:19:13,20.5,-10.07,93.78,11,0,8.3
312,Aklavik,CA,2020-05-27 20:19:13,68.22,-135.01,50.0,64,40,3.36
313,Gushikawa,JP,2020-05-27 20:19:13,26.35,127.87,73.4,94,40,9.69
314,Aykhal,RU,2020-05-27 20:19:13,66.0,111.5,26.6,86,90,15.66
315,Puerto Del Rosario,ES,2020-05-27 20:16:00,28.5,-13.86,71.6,88,0,16.11
316,Westport,US,2020-05-27 20:19:14,41.14,-73.36,77.0,73,1,6.93
317,Pavlodar,KZ,2020-05-27 20:15:18,52.3,76.95,46.4,70,0,8.95
318,Isiro,CD,2020-05-27 20:19:14,2.77,27.62,73.81,81,99,1.99
319,Sawakin,SD,2020-05-27 20:19:14,19.11,37.33,86.13,46,0,7.63
320,Port Jervis,US,2020-05-27 20:19:14,41.38,-74.69,79.0,60,100,7.85
321,Ekangala,ZA,2020-05-27 20:19:14,-25.7,28.75,46.0,56,11,8.41
322,Vallenar,CL,2020-05-27 20:19:14,-28.57,-70.76,73.44,33,0,6.33
323,Poum,NC,2020-05-27 20:19:14,-20.23,164.02,75.27,81,21,12.93
324,Gavrilov-Yam,RU,2020-05-27 20:19:15,57.3,39.85,50.0,100,86,5.1
325,Wufeng,CN,2020-05-27 20:19:15,27.45,104.83,46.99,100,100,2.06
326,Sovkhoznyy,RU,2020-05-27 20:19:15,45.29,38.11,72.0,82,0,8.95
327,Bourail,NC,2020-05-27 20:19:15,-21.57,165.48,70.68,86,95,3.65
328,Gat,IL,2020-05-27 20:19:15,31.61,34.76,71.01,78,0,3.69
329,Tashtagol,RU,2020-05-27 20:19:15,52.77,87.89,37.4,89,0,1.7
330,Ahuimanu,US,2020-05-27 20:19:15,21.44,-157.84,84.2,65,90,8.05
331,Saskylakh,RU,2020-05-27 20:19:16,71.92,114.08,29.43,91,0,13.76
332,Olafsvik,IS,2020-05-27 20:19:16,64.89,-23.71,45.81,89,100,31.76
333,Agogo,GH,2020-05-27 20:19:16,6.8,-1.08,73.58,98,100,3.56
334,Pacific Grove,US,2020-05-27 20:19:16,36.62,-121.92,87.01,56,1,6.93
335,Mantena,BR,2020-05-27 20:19:16,-18.78,-40.98,66.18,70,0,3.36
336,Naze,JP,2020-05-27 20:19:16,28.37,129.48,75.2,73,47,11.41
337,Bemidji,US,2020-05-27 20:18:02,47.47,-94.88,82.0,36,75,14.99
338,Prince Rupert,CA,2020-05-27 20:15:31,54.32,-130.32,53.6,76,1,3.36
339,Pitkyaranta,RU,2020-05-27 20:19:17,61.57,31.48,48.06,67,34,6.51
340,Lishu,CN,2020-05-27 20:19:17,43.3,124.33,51.26,85,0,6.93
341,Port Lincoln,AU,2020-05-27 20:19:17,-34.73,135.87,54.45,75,22,8.52
342,Muhos,FI,2020-05-27 20:19:17,64.81,25.99,50.0,87,100,8.05
343,Esil,KZ,2020-05-27 20:19:17,51.96,66.4,60.21,54,0,10.09
344,Iqaluit,CA,2020-05-27 20:19:17,63.75,-68.51,26.6,73,90,14.99
345,Nokaneng,BW,2020-05-27 20:19:17,-19.67,22.27,54.27,35,0,4.61
346,Tuatapere,NZ,2020-05-27 20:19:17,-46.13,167.68,41.76,74,0,3.22
347,Dalvik,IS,2020-05-27 20:19:18,65.97,-18.53,51.8,53,75,41.38
348,Smithers,CA,2020-05-27 20:19:18,54.78,-127.17,59.0,28,75,5.82
349,Araouane,ML,2020-05-27 20:19:18,18.9,-3.53,97.16,16,89,2.84
350,Chara,RU,2020-05-27 20:19:18,56.91,118.26,44.2,79,100,7.52
351,Palpa,PE,2020-05-27 20:19:18,-14.53,-75.19,84.43,35,0,8.43
352,Faanui,PF,2020-05-27 20:19:18,-16.48,-151.75,81.16,77,75,8.39
353,Lusambo,CD,2020-05-27 20:19:19,-4.97,23.45,80.56,55,99,0.47
354,Goderich,CA,2020-05-27 20:14:26,43.75,-81.72,84.99,56,99,10.27
355,Agirish,RU,2020-05-27 20:19:19,61.92,63.02,55.81,62,87,7.58
356,Savelugu,GH,2020-05-27 20:19:19,9.62,-0.83,89.74,49,24,2.82
357,Haicheng,CN,2020-05-27 20:19:19,40.85,122.75,52.39,86,0,4.61
358,Carballo,ES,2020-05-27 20:19:19,43.21,-8.69,72.0,69,2,0.25
359,Codrington,AU,2020-05-27 20:19:19,-38.27,141.97,50.97,93,82,6.93
360,Sisimiut,GL,2020-05-27 20:19:19,66.94,-53.67,33.26,89,25,11.72
361,Luis Correia,BR,2020-05-27 20:19:19,-2.88,-41.67,81.46,81,2,8.48
362,Dwarka,IN,2020-05-27 20:19:20,22.24,68.97,84.4,83,36,21.77
363,Korem,ET,2020-05-27 20:19:20,12.51,39.52,59.65,56,0,1.79
364,Dingle,PH,2020-05-27 20:19:20,11.0,122.67,79.43,79,51,3.65
365,Akom,CM,2020-05-27 20:19:20,2.67,12.71,71.42,95,76,3.15
366,Sao Filipe,CV,2020-05-27 20:19:20,14.9,-24.5,75.65,70,97,9.8
367,Tautira,PF,2020-05-27 20:19:20,-17.73,-149.15,86.0,70,20,6.93
368,Waingapu,ID,2020-05-27 20:19:21,-9.66,120.26,77.68,84,51,2.75
369,Douglas,US,2020-05-27 20:19:21,41.3,-96.17,70.0,56,90,9.17
370,Hamilton,US,2020-05-27 20:16:48,39.18,-84.53,82.0,65,75,9.17
371,Tommot,RU,2020-05-27 20:19:21,58.96,126.29,58.46,60,100,1.03
372,Canaway,PH,2020-05-27 20:19:21,13.32,123.71,78.42,88,80,6.46
373,Hurghada,EG,2020-05-27 20:19:21,27.26,33.81,84.2,18,0,11.41
374,Chifeng,CN,2020-05-27 20:16:20,42.27,118.96,59.18,49,100,4.18
375,Bairiki,KI,2020-05-27 20:19:21,1.33,172.98,84.2,79,75,4.7
376,Hofn,IS,2020-05-27 20:19:22,64.25,-15.21,48.2,81,75,26.4
377,Yabelo,ET,2020-05-27 20:19:22,4.88,38.08,59.38,96,18,6.76
378,Kuvshinovo,RU,2020-05-27 20:19:22,57.03,34.17,49.35,88,5,3.67
379,Gualaquiza,EC,2020-05-27 20:19:22,-3.4,-78.55,72.86,81,84,2.33
380,Rio Grande,BR,2020-05-27 20:16:18,-32.03,-52.1,69.8,35,0,3.36
381,Ajdabiya,LY,2020-05-27 20:19:22,30.76,20.23,69.13,40,0,16.49
382,Sayyan,YE,2020-05-27 20:19:22,15.17,44.32,65.89,40,20,6.93
383,Altay,CN,2020-05-27 20:19:23,47.87,88.12,52.66,51,0,8.19
384,Usoke,TZ,2020-05-27 20:19:23,-5.17,32.35,69.8,83,20,2.91
385,Lingao,CN,2020-05-27 20:19:23,19.91,109.69,79.07,81,12,2.55
386,Raudeberg,NO,2020-05-27 20:19:23,61.99,5.14,46.99,89,95,11.36
387,Sheltozero,RU,2020-05-27 20:19:23,61.37,35.37,49.68,79,24,6.76
388,Saint-Denis,FR,2020-05-27 20:19:23,48.92,2.33,72.0,49,44,10.29
389,Sorkjosen,NO,2020-05-27 20:19:23,69.8,20.93,40.33,87,100,6.89
390,Shieli,KZ,2020-05-27 20:19:23,44.17,66.75,84.58,21,0,14.88
391,Faya,SA,2020-05-27 20:19:24,18.39,42.45,71.6,56,20,6.93
392,Hede,CN,2020-05-27 20:19:24,33.77,120.25,65.01,75,94,6.26
393,Geraldton,AU,2020-05-27 20:19:24,-28.77,114.6,60.8,77,90,8.05
394,Tyukalinsk,RU,2020-05-27 20:19:24,55.87,72.2,49.05,76,24,2.89
395,Broken Hill,AU,2020-05-27 20:19:24,-31.95,141.43,48.2,66,0,4.7
396,Erzin,TR,2020-05-27 20:19:24,36.96,36.2,72.0,72,0,5.99
397,George,ZA,2020-05-27 20:19:24,-33.96,22.46,50.0,71,3,6.93
398,Canon City,US,2020-05-27 20:19:25,38.44,-105.24,82.4,21,1,3.36
399,Kaeo,NZ,2020-05-27 20:19:25,-35.1,173.78,57.0,3,64,1.01
400,Pinheiro Machado,BR,2020-05-27 20:19:25,-31.58,-53.38,61.0,72,0,2.1
401,Nokia,FI,2020-05-27 20:19:25,61.47,23.5,54.0,71,100,4.7
402,Wanaka,NZ,2020-05-27 20:17:47,-44.7,169.15,37.0,87,0,1.01
403,Marsa Matruh,EG,2020-05-27 20:19:25,31.35,27.25,68.0,60,0,11.41
404,Cayenne,GF,2020-05-27 20:19:25,4.93,-52.33,78.8,94,75,6.93
405,Polunochnoye,RU,2020-05-27 20:19:25,60.87,60.42,53.92,79,61,5.99
406,Byron Bay,AU,2020-05-27 20:15:26,-28.65,153.62,59.0,93,15,8.05
407,Carutapera,BR,2020-05-27 20:19:26,-1.2,-46.02,82.33,77,44,8.01
408,Billings,US,2020-05-27 20:16:29,45.78,-108.5,72.0,35,40,5.82
409,Kavaratti,IN,2020-05-27 20:19:26,10.57,72.64,84.6,78,56,10.85
410,Russkiy Kameshkir,RU,2020-05-27 20:19:26,52.86,46.09,53.6,82,71,4.76
411,Hun,LY,2020-05-27 20:19:26,29.13,15.95,72.36,41,0,21.52
412,Angoche,MZ,2020-05-27 20:19:26,-16.23,39.91,76.59,78,0,11.07
413,Ozinki,RU,2020-05-27 20:19:27,51.18,49.68,62.78,89,0,9.55
414,Orange,US,2020-05-27 20:19:27,33.7,-117.77,84.99,60,20,8.05
415,Komsomolskiy,UZ,2020-05-27 20:19:27,40.43,71.72,82.4,42,3,6.93
416,Mayo,US,2020-05-27 20:19:27,38.89,-76.51,79.0,78,1,8.05
417,Atasu,KZ,2020-05-27 20:19:27,48.68,71.64,57.15,50,0,14.7
418,Deori Khas,IN,2020-05-27 20:19:27,23.4,79.02,87.42,23,72,8.28
419,Saryozek,KZ,2020-05-27 20:19:27,44.36,77.98,56.41,56,0,5.21
420,Houma,US,2020-05-27 20:17:43,29.6,-90.72,90.0,62,40,12.75
421,Half Moon Bay,US,2020-05-27 20:19:28,37.46,-122.43,93.99,77,1,13.87
422,Varzelandia,BR,2020-05-27 20:19:28,-15.7,-44.03,71.22,73,0,5.19
423,Takoradi,GH,2020-05-27 20:19:28,4.88,-1.76,79.95,88,100,11.21
424,Inhambane,MZ,2020-05-27 20:19:28,-23.86,35.38,66.4,77,0,12.06
425,Ailigandi,PA,2020-05-27 20:19:28,9.23,-78.02,84.58,75,100,5.99
426,Uttarkashi,IN,2020-05-27 20:19:28,30.73,78.45,73.58,21,100,7.83
427,Pochutla,MX,2020-05-27 20:19:29,15.74,-96.47,95.0,38,20,17.22
428,Bayan,CN,2020-05-27 20:19:29,46.08,127.4,60.01,57,17,4.38
429,Saint-Augustin,CA,2020-05-27 20:19:29,51.23,-58.65,50.52,47,99,9.66
430,Tonstad,NO,2020-05-27 20:19:29,58.66,6.72,48.0,86,15,3.0
431,Kununurra,AU,2020-05-27 20:19:29,-15.77,128.73,77.0,33,90,10.29
432,Belmonte,BR,2020-05-27 20:19:29,-15.86,-38.88,77.0,69,20,5.82
433,Paka,MY,2020-05-27 20:19:29,4.64,103.44,78.8,94,97,5.17
434,Lazo,RU,2020-05-27 20:19:29,43.38,133.9,44.49,83,13,4.23
435,Cidreira,BR,2020-05-27 20:19:30,-30.18,-50.21,58.42,66,0,7.63
436,Preobrazheniye,RU,2020-05-27 20:19:30,42.9,133.91,48.34,77,0,7.11
437,Cockburn Town,TC,2020-05-27 20:19:30,21.46,-71.14,81.7,79,100,12.88
438,Sunbury,AU,2020-05-27 20:19:30,-37.58,144.73,53.6,87,56,12.75
439,Mansehra,PK,2020-05-27 20:19:30,34.33,73.2,71.94,30,0,7.16
440,San Andres,CO,2020-05-27 20:19:30,12.58,-81.7,89.6,66,75,16.11
441,Varena,LT,2020-05-27 20:19:30,54.22,24.57,55.4,58,100,1.12
442,Qasigiannguit,GL,2020-05-27 20:19:30,68.82,-51.19,35.6,64,75,4.7
443,Montrose,US,2020-05-27 20:19:31,38.42,-108.27,82.4,20,1,8.39
444,Severo-Kurilsk,RU,2020-05-27 20:19:31,50.68,156.12,39.34,88,100,10.89
445,Marabba,SD,2020-05-27 20:19:31,12.35,32.18,94.53,10,5,4.85
446,Soc Trang,VN,2020-05-27 20:19:03,9.6,105.98,80.6,94,40,2.24
447,Kalmunai,LK,2020-05-27 20:19:31,7.42,81.82,81.03,83,39,6.8
448,Lubao,PH,2020-05-27 20:19:31,14.92,120.55,80.6,83,40,2.24
449,Egvekinot,RU,2020-05-27 20:19:31,66.32,-179.17,33.04,100,100,5.26
450,Thibodaux,US,2020-05-27 20:15:39,29.8,-90.82,84.99,68,8,8.01
451,Lazaro Cardenas,MX,2020-05-27 20:19:32,17.96,-102.2,82.92,53,0,12.26
452,Henties Bay,NA,2020-05-27 20:19:32,-22.12,14.28,57.0,88,0,1.01
453,Hobyo,SO,2020-05-27 20:19:32,5.35,48.53,82.9,78,100,25.48
454,Torit,SS,2020-05-27 20:19:32,4.41,32.57,72.36,92,97,1.5
455,Nichinan,JP,2020-05-27 20:19:32,31.6,131.37,65.16,79,100,5.77
456,Kapiri Mposhi,ZM,2020-05-27 20:19:32,-13.97,28.68,60.98,56,6,1.48
457,Severnoye,RU,2020-05-27 20:19:32,56.35,78.36,43.92,73,93,1.92
458,Sfantu Gheorghe,RO,2020-05-27 20:19:33,45.87,25.78,48.0,92,66,0.51
459,Ferme-Neuve,CA,2020-05-27 20:19:33,46.7,-75.45,91.62,33,1,11.79
460,Huarmey,PE,2020-05-27 20:19:33,-10.07,-78.15,72.46,70,20,9.6
461,Iquitos,PE,2020-05-27 20:19:33,-3.75,-73.25,87.8,62,40,4.7
462,Methoni,GR,2020-05-27 20:19:33,36.82,21.7,61.0,82,75,7.38
463,Meulaboh,ID,2020-05-27 20:19:33,4.14,96.13,78.39,86,79,3.85
464,Kenai,US,2020-05-27 20:19:33,60.55,-151.26,53.6,54,40,10.29
465,Port Blair,IN,2020-05-27 20:19:33,11.67,92.75,83.59,82,91,9.53
466,Paramirim,BR,2020-05-27 20:19:34,-13.44,-42.24,79.99,63,36,3.76
467,Husavik,IS,2020-05-27 20:16:40,66.04,-17.34,51.8,53,75,41.38
468,Tanete,ID,2020-05-27 20:19:34,-3.94,119.78,74.5,93,13,3.62
469,Nyrob,RU,2020-05-27 20:19:34,60.73,56.72,58.37,81,85,7.63
470,Beisfjord,NO,2020-05-27 20:19:34,68.38,17.6,42.8,87,100,39.15
471,Portales,US,2020-05-27 20:19:34,34.19,-103.33,87.01,17,40,6.93
472,Humberto De Campos,BR,2020-05-27 20:19:34,-2.6,-43.46,82.92,77,1,7.14
473,Baraki Barak,AF,2020-05-27 20:19:35,33.97,68.95,77.0,33,1,8.05
474,Haines Junction,CA,2020-05-27 20:19:35,60.75,-137.51,61.65,32,11,0.63
475,Whitianga,NZ,2020-05-27 20:19:35,-36.83,175.7,48.99,98,36,4.27
476,Yaan,NG,2020-05-27 20:19:35,7.38,8.57,79.0,85,99,6.98
477,Celestun,MX,2020-05-27 20:19:35,20.87,-90.4,86.99,68,71,10.6
478,Shenzhen,CN,2020-05-27 20:19:11,22.55,114.07,82.0,99,81,5.93
479,Vicuna,CL,2020-05-27 20:19:35,-30.03,-70.71,68.0,24,46,1.01
480,Anloga,GH,2020-05-27 20:17:41,5.79,0.9,82.4,83,20,11.41
481,Bathsheba,BB,2020-05-27 20:19:36,13.22,-59.52,86.0,70,20,16.11
482,Tougue,GN,2020-05-27 20:19:36,11.47,-11.6,74.68,75,98,7.36
483,Santa Lucia,ES,2020-05-27 20:19:36,27.91,-15.54,69.8,83,20,20.8
484,Rafaela,AR,2020-05-27 20:19:36,-31.25,-61.49,73.99,29,0,4.0
485,Amahai,ID,2020-05-27 20:15:31,-3.33,128.92,82.0,94,96,2.15
486,Baie-Comeau,CA,2020-05-27 20:18:50,49.22,-68.15,55.4,62,20,16.11
487,Huron,US,2020-05-27 20:19:36,41.15,-82.55,84.2,45,40,6.93
488,Conde,BR,2020-05-27 20:19:37,-7.26,-34.91,80.6,83,20,5.82
489,Spring Hill,US,2020-05-27 20:17:48,28.48,-82.53,93.2,49,40,13.87
490,Itaituba,BR,2020-05-27 20:19:37,-4.28,-55.98,89.6,59,40,0.58
491,Eydhafushi,MV,2020-05-27 20:19:37,5.1,73.07,83.48,80,100,17.13
492,Shahreza,IR,2020-05-27 20:17:03,32.03,51.88,71.71,35,65,10.29
493,Avera,US,2020-05-27 20:19:38,33.19,-82.53,75.2,94,90,6.93
494,Sari,IR,2020-05-27 20:16:54,36.56,53.06,62.29,77,0,2.21
495,General Roca,AR,2020-05-27 20:19:38,-39.03,-67.58,69.8,43,0,6.93
496,Mogadishu,SO,2020-05-27 20:19:38,2.04,45.34,81.36,84,38,15.05
497,Akyab,MM,2020-05-27 20:19:38,20.15,92.9,82.42,84,44,3.27
498,Nouadhibou,MR,2020-05-27 20:19:38,20.93,-17.03,71.6,73,0,12.75
499,Bafq,IR,2020-05-27 20:19:38,31.61,55.41,83.77,13,0,5.37
500,Urubicha,BO,2020-05-27 20:19:39,-15.38,-62.95,85.32,23,0,0.76
501,Bowen,AU,2020-05-27 20:17:33,-20.02,148.23,60.01,93,75,6.53
502,Harper,LR,2020-05-27 20:19:39,4.38,-7.72,80.28,83,98,8.97
503,Fort-Shevchenko,KZ,2020-05-27 20:19:39,44.51,50.26,66.72,62,1,11.25
504,Teguise,ES,2020-05-27 20:19:39,29.06,-13.56,73.4,73,20,6.93
505,Farmington,US,2020-05-27 20:19:31,36.73,-108.22,88.0,11,1,20.8
506,Los Llanos De Aridane,ES,2020-05-27 20:19:39,28.66,-17.92,75.99,83,40,9.17
507,Hamina,FI,2020-05-27 20:19:39,60.57,27.2,60.8,55,100,3.36
508,San Jeronimo,PE,2020-05-27 20:19:40,-11.95,-75.28,62.38,30,27,1.34
509,Abu Samrah,SY,2020-05-27 20:19:40,35.3,37.18,73.2,45,20,8.99
510,Zhigansk,RU,2020-05-27 20:19:40,66.77,123.37,30.97,94,100,23.98
511,Milkovo,RU,2020-05-27 20:19:40,54.72,158.62,36.25,92,100,7.96
512,Reitz,ZA,2020-05-27 20:19:40,-27.8,28.43,34.5,72,0,7.16
513,Moba,CN,2020-05-27 20:19:40,33.23,105.02,44.49,80,65,3.47
514,Oksfjord,NO,2020-05-27 20:19:41,70.24,22.35,46.4,70,100,3.36
515,Jatai,BR,2020-05-27 20:19:41,-17.88,-51.71,67.57,66,0,4.99
516,Coahuayana,MX,2020-05-27 20:19:41,18.73,-103.68,80.6,51,5,17.22
517,Balsas,BR,2020-05-27 20:19:41,-7.53,-46.04,82.47,77,73,1.52
518,Liaocheng,CN,2020-05-27 20:19:41,36.44,115.96,66.34,30,0,8.16
519,Muroto,JP,2020-05-27 20:19:41,33.28,134.15,68.23,74,80,9.89
520,Zelenoborsk,RU,2020-05-27 20:19:41,61.47,64.03,57.13,61,100,8.55
521,Ust-Koksa,RU,2020-05-27 20:19:42,50.27,85.61,37.63,77,6,3.51
522,Ngunguru,NZ,2020-05-27 20:19:42,-35.62,174.5,57.0,3,99,1.01
523,College,US,2020-05-27 20:19:42,64.86,-147.8,57.99,47,75,4.7
524,Marzuq,YE,2020-05-27 20:19:42,14.4,46.47,82.02,50,15,0.98
525,Guiratinga,BR,2020-05-27 20:19:42,-16.35,-53.76,76.05,56,0,1.23
526,Kungurtug,RU,2020-05-27 20:19:42,50.6,97.52,36.79,86,100,5.84
527,Mut,TR,2020-05-27 20:19:42,36.64,33.44,67.15,38,0,5.82
528,Port Hedland,AU,2020-05-27 20:15:07,-20.32,118.57,57.2,82,3,5.82
529,Honiara,SB,2020-05-27 20:15:00,-9.43,159.95,75.2,94,20,2.24
530,Bama,NG,2020-05-27 20:19:43,11.52,13.69,94.93,12,80,3.53
531,Yanam,IN,2020-05-27 20:19:43,16.73,82.22,82.27,88,85,3.47
532,Ust-Ishim,RU,2020-05-27 20:19:43,57.69,71.17,50.09,72,81,3.74
533,Rudbar,AF,2020-05-27 20:19:43,30.15,62.6,87.1,21,0,24.43
534,Vanimo,PG,2020-05-27 20:19:43,-2.67,141.3,78.82,85,100,4.99
535,Siocon,PH,2020-05-27 20:19:44,7.71,122.14,81.18,77,100,2.08
536,Itapetininga,BR,2020-05-27 20:19:44,-23.59,-48.05,60.98,66,0,4.25
537,Marawi,PH,2020-05-27 20:19:44,8.0,124.29,77.0,91,91,5.01
538,Bilma,NE,2020-05-27 20:19:44,18.69,12.92,90.28,13,72,6.38
539,Voh,NC,2020-05-27 20:19:44,-20.97,164.7,70.14,88,54,4.27
540,Kandrian,PG,2020-05-27 20:19:44,-6.22,149.55,78.84,85,70,7.99
541,Ashibetsu,JP,2020-05-27 20:19:44,43.51,142.19,50.85,91,98,1.79
542,Tarakan,ID,2020-05-27 20:19:45,3.3,117.63,82.11,78,50,2.3
543,Ponta Delgada,PT,2020-05-27 20:19:45,37.73,-25.67,66.2,77,40,13.87
544,Berdigestyakh,RU,2020-05-27 20:19:45,62.1,126.7,53.46,89,90,7.36
545,Olinda,BR,2020-05-27 20:19:45,-8.01,-34.86,84.2,74,40,6.93
546,Plaster Rock,CA,2020-05-27 20:19:45,46.91,-67.39,78.8,69,75,9.17
547,Los Altos,US,2020-05-27 20:19:45,37.39,-122.11,97.0,26,20,9.17
548,Bow Island,CA,2020-05-27 20:19:45,49.87,-111.37,63.0,32,75,19.46
549,Nuuk,GL,2020-05-27 20:17:55,64.18,-51.72,35.6,80,75,12.75
550,Greystones,IE,2020-05-27 20:19:46,53.14,-6.06,59.0,82,21,3.94
551,Clermont,FR,2020-05-27 20:19:46,49.5,2.42,64.4,55,51,11.41
552,Presidencia Roque Saenz Pena,AR,2020-05-27 20:19:46,-26.79,-60.44,74.35,41,0,7.49
553,Florianopolis,BR,2020-05-27 20:15:17,-27.61,-48.5,69.01,59,0,5.82
554,Tlapacoyan,MX,2020-05-27 20:19:46,19.97,-97.22,90.55,48,85,4.0
555,Sigli,ID,2020-05-27 20:19:47,5.38,95.96,80.19,80,89,5.14
556,Alofi,NU,2020-05-27 20:19:47,-19.06,-169.92,78.8,83,40,8.05
557,Gorontalo,ID,2020-05-27 20:19:47,0.54,123.06,75.06,87,7,2.24
558,Sabha,LY,2020-05-27 20:19:47,27.04,14.43,83.25,30,83,3.69
559,Phonhong,LA,2020-05-27 20:19:47,18.5,102.42,76.95,89,100,3.11
560,Alice Springs,AU,2020-05-27 20:19:47,-23.7,133.88,48.2,70,0,0.98
561,Mareeba,AU,2020-05-27 20:16:13,-17.0,145.43,60.8,87,4,2.24
562,Kudahuvadhoo,MV,2020-05-27 20:19:47,2.67,72.89,83.68,76,68,11.12
563,Klyuchi,RU,2020-05-27 20:19:48,52.27,79.17,49.3,70,8,8.19
564,Biak,ID,2020-05-27 20:19:48,-0.91,122.88,78.19,76,18,3.69
565,Puerto Gaitan,CO,2020-05-27 20:15:39,4.31,-72.08,85.82,66,92,9.57
566,Xichang,CN,2020-05-27 20:19:48,27.9,102.26,52.43,82,100,0.94
567,Skjeberg,NO,2020-05-27 20:19:48,59.23,11.2,59.0,59,10,10.29
568,Malindi,KE,2020-05-27 20:19:48,-3.22,40.12,79.79,84,61,15.52
